file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
S7_003,0.0,3.698375,audio,-47.072244510135135,-50.756344909667966,4.019684828399362,15.848739799459846
S7_050,0.0,4.5361875,audio,-50.2121721847467,-53.43415110820049,4.012666755791543,12.53587297594726
S7_058,0.0,3.695625,audio,-51.597065033783785,-53.46524131298065,4.000312285091672,14.294957488872953
W2_200,0.0,2.6345625,audio,-43.26142169676806,-51.94352722167969,3.995595901344548,14.200196554460724
W2_055,0.0,1.7375,audio,-35.95711543642241,-42.048885345458984,3.9694499499297637,12.039803093461906
S8_074,0.0,3.711875,audio,-44.071223256401616,-50.237859453473774,3.945666495849667,14.615101905926629
S6_066,0.0,2.5019375,audio,-42.0997578125,-44.67106645003609,3.9225733711956474,15.712373112531
S5_014,0.0,3.2944375,audio,-49.87899529825228,-50.01054216467816,3.9170569779017117,16.39095487562512
W2_177,0.0,1.9074375,audio,-39.40583841214005,-42.749996185302734,3.9127608616938843,10.545497447276212
S5_028,0.0,2.8235,audio,-46.907991882757095,-50.535978088378904,3.9126817362006983,18.863319343420955
S7_054,0.0,4.6840625,audio,-47.38216563167735,-50.79510608796151,3.9111807933500313,11.022881737555792
W2_138,0.0,1.7469375,audio,-40.842667410714284,-53.23286819458008,3.856618403422695,10.908423616094904
W1_193,0.0,1.5494375,audio,-44.46399634576613,-47.48237342834473,3.8249953250934854,14.808180925998506
S8_009,0.0,6.563375,audio,-42.16241901676829,-48.26492649800068,3.7976465181086416,16.955652129410026
W1_045,0.0,1.482875,audio,-42.73695167335304,-49.931811014811196,3.7938389323431343,14.66773303000658
W1_195,0.0,2.8421875,audio,-43.22883197623239,-45.83862296740214,3.776747916506826,16.40937060377278
S7_014,0.0,3.4413125,audio,-50.39337300145349,-51.49405359338831,3.7599635271711613,13.125007502377324
W1_054,0.0,1.425875,audio,-34.75387210445804,-48.83279164632162,3.730226573031048,18.460678319400706
S8_121,0.0,3.4575,audio,-48.548274927745666,-51.521632840556485,3.730224967357221,16.24626862873155
S7_080,0.0,1.4888125,audio,-40.96111446098993,-42.736394609723774,3.724973650103217,15.692781783013348
W2_184,0.0,1.93575,audio,-40.9927261195232,-52.21514892578125,3.7160958188072333,14.978311606046208
W1_188,0.0,1.7300625,audio,-38.88595387012283,-40.116411447525024,3.7160946018984595,17.099482932116445
S7_099,0.0,2.262125,audio,-49.7288094579646,-54.083331214057075,3.7160946018984595,15.364351959285742
S7_097,0.0,2.25725,audio,-51.973909361172566,-57.764201164245605,3.7147178685338194,13.582120119887836
S7_029,0.0,3.6440625,audio,-54.12841796875,-56.34926640987396,3.6864873937706113,16.439810121364353
W3_030,0.0,1.586375,audio,-37.05497616941824,-47.24374643961588,3.678006815210477,13.907626797547394
S5_068,0.0,1.8505625,audio,-48.16328125,-48.39672775268555,3.665124857763786,15.531619842362563
S6_102,0.0,3.8548125,audio,-43.38599330357143,-49.29321323122297,3.6610375686717473,15.277196362554708
W5_021,0.0,1.6241875,audio,-41.728262442129626,-48.6680793762207,3.647544742749614,13.94346560109916
S8_034,0.0,4.001,audio,-44.8452587890625,-49.97391062197478,3.64224543702078,16.133986971418267
S5_010,0.0,3.2664375,audio,-50.80423356269113,-52.12819342179732,3.634535429035168,14.105868198560271
W2_154,0.0,1.586375,audio,-42.352615836281444,-54.143927256266274,3.6217795328944735,9.694515740987345
W1_023,0.0,1.501875,audio,-37.495348307291664,-44.283583323160805,3.6217795328944735,11.344148806533553
S5_071,0.0,1.5908125,audio,-44.172519899764154,-46.14071400960287,3.6146349059149028,13.894497711755186
S8_057,0.0,2.729,audio,-47.238892942994504,-51.395821465386284,3.582623717151761,17.240006194692043
S7_078,0.0,1.5905625,audio,-41.44746830778302,-54.67796325683594,3.566295875979326,13.922132802003961
S6_094,0.0,2.4643125,audio,-44.1655471925813,-49.32748659451803,3.5597979031786244,15.562206192065833
W5_208,0.0,2.68175,audio,-44.88551626632463,-51.70142602920532,3.518215848472168,12.22266633672512
W2_019,0.0,1.671375,audio,-38.121786700037426,-45.103092193603516,3.5119313830756167,15.86636069737508
W2_054,0.0,1.8696875,audio,-38.23504867145722,-42.7314453125,3.489506769554278,14.061860003101087
S6_101,0.0,1.546875,audio,-40.55991368447581,-46.50233289930556,3.4880853240484995,14.997368549655476
S7_020,0.0,3.418375,audio,-47.1403594435307,-52.023012410039485,3.4867919199880912,17.140189537753095
S6_095,0.0,1.8036875,audio,-42.79737141927083,-49.330436033361096,3.4573513615641605,15.997862130731978
S5_109,0.0,2.99,audio,-44.490583847199,-46.842379608154296,3.438484798544733,16.73093728014109
S7_104,0.0,3.107375,audio,-46.84474540293408,-52.59816142490932,3.4314145801537275,13.995511452951625
S7_103,0.0,2.3880625,audio,-44.66461820083682,-48.422852736253006,3.4314145801537275,15.149267838611191
W1_044,0.0,1.6255,audio,-37.72472021184816,-47.01278839111328,3.4139315634691436,15.755195920095833
W2_051,0.0,2.0208125,audio,-39.142486270111384,-46.036842346191406,3.386858924694586,12.694444616498053
S6_093,0.0,2.2608125,audio,-43.7822265625,-48.678006172180176,3.3703540794708204,15.8199031864783
S8_015,0.0,5.902,audio,-47.039350503177964,-52.542514256068635,3.3676009161948803,15.76028950796018
S6_036,0.0,3.763875,audio,-46.17183863863032,-49.194274441949254,3.3676009161948803,17.27991410618422
W2_186,0.0,2.0208125,audio,-44.39184328589109,-53.53568564520942,3.3676009161948803,14.021614207194776
W3_182,0.0,1.6996875,audio,-40.68754595588236,-49.85778384738498,3.367599634557891,12.59077218854544
W1_051,0.0,1.3688125,audio,-37.58704236998175,-39.908071517944336,3.3674046712921935,17.47756014776967
W2_038,0.0,1.7280625,audio,-40.82642871658237,-45.25796127319336,3.366832714379849,12.157535786927784
W2_022,0.0,1.77525,audio,-38.92519695839185,-49.68049240112305,3.361712892059596,15.629926291870778
S5_040,0.0,3.89925,audio,-49.686583533653845,-52.38012299170861,3.3599752852972036,17.368985985347464
W3_050,0.0,1.7374375,audio,-37.57041071749281,-40.99833869934082,3.354197559827115,15.02243032789422
W1_075,0.0,1.425875,audio,-39.94126625327797,-45.242252349853516,3.335742987793914,15.54813483783456
S7_063,0.0,5.582,audio,-51.95435007840502,-53.80422538934752,3.311553421868436,10.861787529579363
S7_096,0.0,1.982125,audio,-49.745284880050505,-51.53773911794027,3.309702883485142,13.348506864883419
S6_056,0.0,4.3463125,audio,-48.46441271551724,-46.934162226590246,3.289823163051971,15.926476865329809
W5_229,0.0,2.795125,audio,-45.28740931919643,-48.84503672673152,3.28981433942941,13.361113062549618
S7_077,0.0,2.8196875,audio,-50.53218846963652,-56.16270536534927,3.287843042048818,12.592960590662557
S5_088,0.0,2.2765,audio,-50.00910601699562,-51.41560414632161,3.2869829477286996,11.212532228139906
W2_037,0.0,1.633625,audio,-40.97223986292178,-40.26602681477865,3.2857310898319425,12.183981207322674
W5_108,0.0,1.5486875,audio,-42.931089339717744,-50.98791631062826,3.2834995346923432,10.616363390249825
S7_068,0.0,3.53675,audio,-50.230755649717516,-53.32872063773019,3.2608858961971308,16.812757724971288
S6_022,0.0,3.3630625,audio,-45.6070556640625,-49.81899094581604,3.258485762506961,17.842529286729153
W5_019,0.0,1.6808125,audio,-49.571707589285715,-49.41016133626302,3.2581931229932977,8.304344175931831
W3_047,0.0,1.69025,audio,-36.952226446930474,-46.66704813639323,3.249128038912154,14.88411533679232
S5_116,0.0,2.9899375,audio,-46.665835989757525,-48.83024331797724,3.2205837232866745,14.541586454907689
W5_018,0.0,1.8035625,audio,-45.999994574652774,-51.359153747558594,3.2205837232866745,10.59027695545105
S8_039,0.0,4.7433125,audio,-44.41686445147679,-48.07397152827336,3.2205837232866745,16.726649842279734
S8_022,0.0,6.45475,audio,-47.05601683624031,-50.53736660931561,3.2205812099846116,16.08401900419433
S6_078,0.0,1.3590625,audio,-45.166313620174634,-48.56666488647461,3.219920323400944,14.84110305682455
S8_083,0.0,4.357125,audio,-44.9059543434633,-51.82587771945529,3.2198931039437277,12.09365776768421
W5_198,0.0,2.03025,audio,-39.08364041333128,-47.62669372558594,3.219888043665674,17.953454713302218
S7_025,0.0,3.6805625,audio,-49.71836255944294,-53.03220409817166,3.2045769532452244,15.05014517236268
S7_009,0.0,6.19025,audio,-49.41015940529079,-52.484125001089915,3.195320236212533,9.01934469425926
W1_172,0.0,1.3023125,audio,-39.69827599158654,-48.00546137491862,3.1927259939240424,16.041222018337102
W1_042,0.0,1.578,audio,-41.171522695806964,-48.07415580749512,3.192725141470437,13.314206936689747
S7_118,0.0,3.550625,audio,-51.24591219190141,-55.472790871897054,3.19145288971095,13.246745449368905
W3_020,0.0,1.492,audio,-36.32031577705537,-45.35845947265625,3.1790320077924203,15.33233230900122
S5_099,0.0,2.6343125,audio,-48.07547751307034,-51.92579793930054,3.1741193745960254,14.124993623367017
W5_117,0.0,1.6808125,audio,-41.634573800223215,-50.3505605061849,3.1613692414100907,16.179853931582432
S5_009,0.0,4.0313125,audio,-50.40071533808933,-50.67124222264145,3.1572304946750815,12.377705798226792
S7_034,0.0,1.7451875,audio,-46.15532366071429,-52.018751780192055,3.1525781152379997,13.961553316122135
S8_011,0.0,4.21375,audio,-47.11032140736342,-50.675019945417134,3.1525781152379997,16.165462824880766
W1_171,0.0,1.3973125,audio,-34.578236607142856,-43.967681884765625,3.1446821043325843,18.234650594294173
S6_106,0.0,3.4695,audio,-45.296466926332855,-51.17081254901308,3.1277201600566706,16.792242381105062
S5_054,0.0,3.878,audio,-53.396333360180414,-51.31913940994828,3.1237801592902703,13.87272638090932
W5_159,0.0,1.6053125,audio,-44.44076632861025,-57.39678955078125,3.113973777748872,13.58728870327718
W2_047,0.0,1.77525,audio,-38.433473051264045,-46.33776092529297,3.110636171343617,14.59728671699807
W5_036,0.0,1.7658125,audio,-42.02396440236582,-43.772786458333336,3.110636171343617,13.032202182644554
S8_008,0.0,3.915375,audio,-45.81070631377551,-50.16096523829869,3.110634571234626,16.757632532864573
S7_012,0.0,4.55875,audio,-51.19394188596491,-53.31978939425561,3.1074563881486292,14.971141034034702
S8_038,0.0,5.703125,audio,-46.188250411184214,-47.493067807929464,3.1074497266468475,14.507014338686558
S8_025,0.0,7.8700625,audio,-44.414186586721726,-50.13901779868386,3.103604945429931,16.03512396673186
W3_049,0.0,1.52975,audio,-36.624039394403596,-46.84789276123047,3.094657052604682,14.580360265220396
W2_003,0.0,1.94525,audio,-37.0386969150641,-41.53705342610677,3.059734724122811,13.372626543436745
S7_083,0.0,2.19375,audio,-50.879646475456624,-56.36757779121399,3.0553596416762465,13.869098022325389
W1_071,0.0,1.578,audio,-36.0078866693038,-45.800942738850914,3.0497081476005654,16.414747686077455
W1_160,0.0,1.416375,audio,-44.024321220290496,-49.429116566975914,3.04970729514696,14.309772518561335
W2_079,0.0,1.680875,audio,-44.39476085844494,-52.53070958455404,3.04970729514696,13.90026339229533
W1_162,0.0,1.482875,audio,-36.69798155088682,-46.04925791422526,3.0483872130379246,15.813525578582183
S7_073,0.0,2.9821875,audio,-47.408943739513425,-52.485291356625766,3.0301811654706214,14.614653840448586
S6_080,0.0,1.4591875,audio,-39.40017658390411,-44.06578826904297,3.0251210545054183,15.898402309167992
W3_103,0.0,1.5580625,audio,-39.11376327123397,-51.88427480061849,2.9712307103191185,15.040157424084402
S6_059,0.0,3.34525,audio,-47.81768889925373,-52.406959533691406,2.9642496582494364,16.564765456031783
W2_135,0.0,1.6808125,audio,-44.2007330031622,-52.54092280069987,2.9627037574028527,13.785406655683467
W2_049,0.0,1.7375,audio,-42.225341796875,-47.831932067871094,2.9627033539605705,14.138798127558447
W1_058,0.0,1.454375,audio,-37.42751885775862,-46.252994537353516,2.9610279790310536,17.150851163818963
W3_053,0.0,1.416375,audio,-40.10124614876761,-48.0559336344401,2.953796942745745,10.98952220102802
W5_163,0.0,1.7280625,audio,-44.47461219743497,-51.16808954874674,2.9444470103521847,12.384057472373792
S8_024,0.0,5.78175,audio,-47.398434120891004,-51.689793760126285,2.9375540326441296,16.60101817278587
S8_073,0.0,5.696625,audio,-39.69751576206141,-48.59799605149489,2.9375527510071406,15.513040379629691
S7_057,0.0,3.4705,audio,-52.50994574027378,-57.300519076260656,2.918469498177729,15.778392559027703
W3_046,0.0,1.5203125,audio,-36.584138569078945,-41.969648361206055,2.9101270726711643,14.088870476400555
S7_048,0.0,3.99125,audio,-52.041275062656645,-56.68695676326752,2.9101266912721027,12.402025491472347
S8_003,0.0,4.0521875,audio,-45.31116415895062,-50.67742729187012,2.9101266912721027,16.57626872265766
W3_062,0.0,1.5203125,audio,-38.06545538651316,-50.52508799235026,2.906689448823483,11.428702564476644
W1_155,0.0,1.444875,audio,-41.89323255750868,-48.86318588256836,2.906689448823483,14.754719717559016
W2_039,0.0,1.77525,audio,-41.75088055214185,-50.77673625946045,2.904168458006202,14.165119377706482
W2_001,0.0,1.5014375,audio,-39.688870442708335,-45.297523498535156,2.902294287272588,15.776609412906284
W1_047,0.0,1.444875,audio,-34.21049669053819,-37.89402389526367,2.899441726607088,17.993855615894226
S7_113,0.0,2.0393125,audio,-46.045328776041664,-52.504595620291575,2.8925143378129534,14.376460053227028
W1_020,0.0,1.597,audio,-37.96143493652344,-46.71105098724365,2.8677031726409083,16.475638599772587
W3_023,0.0,1.5675,audio,-39.13540318968949,-49.62055778503418,2.8677023592494724,14.953821986809839
W2_094,0.0,1.4353125,audio,-41.96549818250868,-55.588696797688804,2.863622596394026,11.473826742734573
W2_050,0.0,1.8696875,audio,-39.348152364639034,-51.2874870300293,2.8595380271127886,13.900987882811723
W2_181,0.0,1.8319375,audio,-41.8111018613388,-54.10406723022461,2.855997490694624,13.38746518780341
W3_021,0.0,1.7280625,audio,-43.44001196712428,-53.72175852457682,2.855997490694624,17.773005331680178
S6_077,0.0,1.9508125,audio,-43.256765825320514,-45.75532667977469,2.835949231154456,15.821254267238814
S5_106,0.0,3.10175,audio,-45.46370967741935,-49.63859882354736,2.8352812747635996,15.418572037131362
W3_004,0.0,1.5864375,audio,-36.856433028694966,-49.198580741882324,2.8322690068985947,17.47973388808922
S8_104,0.0,3.665625,audio,-43.87441193375341,-48.42700877942537,2.828046357413168,17.255588379808117
W1_207,0.0,1.73,audio,-39.196136651011564,-49.504306248256135,2.8196710739649324,17.3983879890202
W5_054,0.0,1.3786875,audio,-40.72239441802536,-47.16477966308594,2.819670675711286,15.67085101528975
W1_040,0.0,1.406875,audio,-37.09818262411348,-45.22223663330078,2.819670675711286,16.912595925044766
S6_008,0.0,3.0561875,audio,-42.784840303308826,-46.50820939437203,2.8051709717561555,17.42344075709916
S8_086,0.0,1.8594375,audio,-41.72078188004032,-52.379156748453774,2.799816420156959,13.044400896526295
S8_120,0.0,5.407125,audio,-47.4926459969963,-52.021872671026934,2.798927036156696,16.719314683534055
S7_105,0.0,2.04175,audio,-45.184350107230394,-49.154875828669624,2.7989220095525695,16.164806551714335
S8_099,0.0,4.458875,audio,-51.74112773262332,-56.308334453685866,2.7989220095525695,14.109222048810004
W2_209,0.0,2.02075,audio,-42.11385655167079,-55.722052256266274,2.798920752901538,12.731613701992337
W5_009,0.0,1.879125,audio,-41.754384142287236,-46.02006149291992,2.7983819452632415,13.318173699066119
S6_085,0.0,2.66475,audio,-42.785068139097746,-46.26576028551374,2.7956054206497916,15.870850287973877
S8_085,0.0,4.6716875,audio,-43.7529736014454,-53.60631997244699,2.795401558850831,13.1984635936324
S8_067,0.0,2.00975,audio,-46.48286885883085,-54.55201506614685,2.795400293781318,16.906537314355496
W5_034,0.0,1.94525,audio,-42.15677584134615,-49.82067394256592,2.795400293781318,13.891267821225687
W5_052,0.0,1.9074375,audio,-44.89679626145288,-47.90985870361328,2.7857887451078374,9.846589726856237
W5_212,0.0,2.086875,audio,-45.46425033642345,-54.35792922973633,2.777493625977259,12.96641668736367
W5_086,0.0,1.5391875,audio,-42.39445515422078,-53.69473648071289,2.7749222638619297,13.598385892639756
W5_166,0.0,1.7658125,audio,-40.045142567090394,-51.75544738769531,2.7749222638619297,14.610754001325656
W5_028,0.0,1.624125,audio,-39.556369357638886,-51.54068247477213,2.7736844361622364,14.092684898081874
W5_059,0.0,1.671375,audio,-42.79788372473802,-46.99951044718424,2.7736838001326216,12.319122212709116
W5_201,0.0,5.599625,audio,-48.33814174107143,-53.18011892409552,2.773683164103007,17.666836142941463
S7_059,0.0,3.9051875,audio,-50.43687559942455,-53.41746211051941,2.763995788091808,16.046968129898445
W1_147,0.0,1.29275,audio,-40.46811409883721,-50.08680979410807,2.763671176273203,14.691458763457309
W1_151,0.0,1.31175,audio,-38.13545145515267,-45.87047449747721,2.760685522516783,16.322816989872564
W2_036,0.0,1.4448125,audio,-44.54271443684896,-55.032283782958984,2.760685522516783,14.747527235678582
W1_030,0.0,1.3783125,audio,-39.30040619338768,-49.17251205444336,2.7482487799816195,11.763369799840344
W2_103,0.0,1.61475,audio,-40.91610054347826,-51.05273946126302,2.7482487799816195,12.75816343209608
W2_042,0.0,1.718625,audio,-42.62448333030523,-51.821051279703774,2.7482480922973798,12.577084523360927
S8_071,0.0,1.55875,audio,-40.01998197115385,-50.10152969360352,2.7465015608777663,14.832371147446496
S7_091,0.0,1.7074375,audio,-44.91516755756579,-59.397478103637695,2.7465015608777663,17.196446378095967
W2_060,0.0,1.718625,audio,-39.90048146802326,-48.24798838297526,2.731687125457664,12.969403586502313
W1_052,0.0,1.5494375,audio,-36.76622353830645,-42.61589241027832,2.7293707055292598,16.877013869483246
